experiment,family,add_model,conversation_idx,base_score,adjusted_score,penalty,qa_llm_score,memory_count,memory_token_count,coverage_floor_risk,qa_aware_floor_risk,answer_span_coverage,retrieval_empty_rate,selected_answer_coverage,feature_penalties_json
E5_keyword_coverage_tfidf,memory_only,deepseek,8,0.8154,0.7942,0.0213,,233,2760,False,,,,,"{""keyword_coverage_tfidf"": 0.021250000000000005}"
E6_pronoun_ambiguity,memory_only,deepseek,8,0.8154,0.8154,0.0,,233,2760,False,,,,,"{""pronoun_ambiguity"": 0.0}"
E7_answer_span_coverage,qa_aware,deepseek,8,0.8154,0.8154,0.0,,233,2760,False,,,,,"{""answer_span_coverage"": 0.0}"
E8_retrieval_failure,qa_aware,deepseek,8,0.8154,0.8154,0.0,,233,2760,False,,,,,"{""retrieval_failure"": 0.0}"
C1_memory_coverage_combo,memory_only,deepseek,8,0.8154,0.7742,0.0413,,233,2760,False,,,,,"{""entity_coverage"": 0.020000000000000004, ""keyword_coverage_tfidf"": 0.021250000000000005, ""memory_count_token"": 0.0}"
C2_efficiency_structure_combo,memory_only,deepseek,8,0.8154,0.8154,0.0,,233,2760,False,,,,,"{""exact_duplicate"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0}"
C3_memory_only_all,memory_only,deepseek,8,0.8154,0.7742,0.0413,,233,2760,False,,,,,"{""entity_coverage"": 0.020000000000000004, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.021250000000000005, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0}"
C4_qa_aware_all,qa_aware,deepseek,8,0.8154,0.8154,0.0,,233,2760,False,,,,,"{""answer_span_coverage"": 0.0, ""retrieval_failure"": 0.0}"
C5_all_features,combined,deepseek,8,0.8154,0.7742,0.0413,,233,2760,False,,,,,"{""answer_span_coverage"": 0.0, ""entity_coverage"": 0.020000000000000004, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.021250000000000005, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0, ""retrieval_failure"": 0.0}"
E0_v9_baseline,baseline,deepseek,9,0.8192,0.8192,0.0,,309,3535,False,,,,,{}
E1_memory_count_token,memory_only,deepseek,9,0.8192,0.8192,0.0,,309,3535,False,,,,,"{""memory_count_token"": 0.0}"
E2_exact_duplicate,memory_only,deepseek,9,0.8192,0.8192,0.0,,309,3535,False,,,,,"{""exact_duplicate"": 0.0}"
E3_near_duplicate_lexical,memory_only,deepseek,9,0.8192,0.8192,0.0,,309,3535,False,,,,,"{""near_duplicate_lexical"": 0.0}"
E4_entity_coverage,memory_only,deepseek,9,0.8192,0.803,0.0162,,309,3535,False,,,,,"{""entity_coverage"": 0.016249999999999997}"
E5_keyword_coverage_tfidf,memory_only,deepseek,9,0.8192,0.8042,0.015,,309,3535,False,,,,,"{""keyword_coverage_tfidf"": 0.015000000000000003}"
E6_pronoun_ambiguity,memory_only,deepseek,9,0.8192,0.8192,0.0,,309,3535,False,,,,,"{""pronoun_ambiguity"": 0.0}"
E7_answer_span_coverage,qa_aware,deepseek,9,0.8192,0.8192,0.0,,309,3535,False,,,,,"{""answer_span_coverage"": 0.0}"
E8_retrieval_failure,qa_aware,deepseek,9,0.8192,0.8192,0.0,,309,3535,False,,,,,"{""retrieval_failure"": 0.0}"
C1_memory_coverage_combo,memory_only,deepseek,9,0.8192,0.788,0.0312,,309,3535,False,,,,,"{""entity_coverage"": 0.016249999999999997, ""keyword_coverage_tfidf"": 0.015000000000000003, ""memory_count_token"": 0.0}"
C2_efficiency_structure_combo,memory_only,deepseek,9,0.8192,0.8192,0.0,,309,3535,False,,,,,"{""exact_duplicate"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0}"
C3_memory_only_all,memory_only,deepseek,9,0.8192,0.788,0.0312,,309,3535,False,,,,,"{""entity_coverage"": 0.016249999999999997, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.015000000000000003, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0}"
C4_qa_aware_all,qa_aware,deepseek,9,0.8192,0.8192,0.0,,309,3535,False,,,,,"{""answer_span_coverage"": 0.0, ""retrieval_failure"": 0.0}"
C5_all_features,combined,deepseek,9,0.8192,0.788,0.0312,,309,3535,False,,,,,"{""answer_span_coverage"": 0.0, ""entity_coverage"": 0.016249999999999997, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.015000000000000003, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0, ""retrieval_failure"": 0.0}"
E0_v9_baseline,baseline,gemini,0,0.8731,0.8731,0.0,0.558,149,1750,True,True,0.3986,0.1232,0.2826,{}
E1_memory_count_token,memory_only,gemini,0,0.8731,0.8634,0.0097,0.558,149,1750,True,True,0.3986,0.1232,0.2826,"{""memory_count_token"": 0.009686708131766876}"
E2_exact_duplicate,memory_only,gemini,0,0.8731,0.8731,0.0,0.558,149,1750,True,True,0.3986,0.1232,0.2826,"{""exact_duplicate"": 0.0}"
E3_near_duplicate_lexical,memory_only,gemini,0,0.8731,0.8731,0.0,0.558,149,1750,True,True,0.3986,0.1232,0.2826,"{""near_duplicate_lexical"": 0.0}"
E4_entity_coverage,memory_only,gemini,0,0.8731,0.8468,0.0263,0.558,149,1750,True,True,0.3986,0.1232,0.2826,"{""entity_coverage"": 0.026250000000000002}"
E5_keyword_coverage_tfidf,memory_only,gemini,0,0.8731,0.8462,0.0269,0.558,149,1750,True,True,0.3986,0.1232,0.2826,"{""keyword_coverage_tfidf"": 0.026875}"
E6_pronoun_ambiguity,memory_only,gemini,0,0.8731,0.8731,0.0,0.558,149,1750,True,True,0.3986,0.1232,0.2826,"{""pronoun_ambiguity"": 0.0}"
E7_answer_span_coverage,qa_aware,gemini,0,0.8731,0.843,0.0301,0.558,149,1750,True,True,0.3986,0.1232,0.2826,"{""answer_span_coverage"": 0.03007}"
E8_retrieval_failure,qa_aware,gemini,0,0.8731,0.8231,0.05,0.558,149,1750,True,True,0.3986,0.1232,0.2826,"{""retrieval_failure"": 0.05}"
C1_memory_coverage_combo,memory_only,gemini,0,0.8731,0.8103,0.0628,0.558,149,1750,True,True,0.3986,0.1232,0.2826,"{""entity_coverage"": 0.026250000000000002, ""keyword_coverage_tfidf"": 0.026875, ""memory_count_token"": 0.009686708131766876}"
C2_efficiency_structure_combo,memory_only,gemini,0,0.8731,0.8731,0.0,0.558,149,1750,True,True,0.3986,0.1232,0.2826,"{""exact_duplicate"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0}"
C3_memory_only_all,memory_only,gemini,0,0.8731,0.8103,0.0628,0.558,149,1750,True,True,0.3986,0.1232,0.2826,"{""entity_coverage"": 0.026250000000000002, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.026875, ""memory_count_token"": 0.009686708131766876, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0}"
C4_qa_aware_all,qa_aware,gemini,0,0.8731,0.793,0.0801,0.558,149,1750,True,True,0.3986,0.1232,0.2826,"{""answer_span_coverage"": 0.03007, ""retrieval_failure"": 0.05}"
C5_all_features,combined,gemini,0,0.8731,0.7302,0.1429,0.558,149,1750,True,True,0.3986,0.1232,0.2826,"{""answer_span_coverage"": 0.03007, ""entity_coverage"": 0.026250000000000002, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.026875, ""memory_count_token"": 0.009686708131766876, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0, ""retrieval_failure"": 0.05}"
E0_v9_baseline,baseline,gemini,1,0.9769,0.9769,0.0,0.3889,103,1161,True,True,0.2917,0.1528,0.25,{}
E1_memory_count_token,memory_only,gemini,1,0.9769,0.9536,0.0233,0.3889,103,1161,True,True,0.2917,0.1528,0.25,"{""memory_count_token"": 0.023255010366275055}"
E2_exact_duplicate,memory_only,gemini,1,0.9769,0.9769,0.0,0.3889,103,1161,True,True,0.2917,0.1528,0.25,"{""exact_duplicate"": 0.0}"
E3_near_duplicate_lexical,memory_only,gemini,1,0.9769,0.9769,0.0,0.3889,103,1161,True,True,0.2917,0.1528,0.25,"{""near_duplicate_lexical"": 0.0}"
E4_entity_coverage,memory_only,gemini,1,0.9769,0.9469,0.03,0.3889,103,1161,True,True,0.2917,0.1528,0.25,"{""entity_coverage"": 0.03}"
E5_keyword_coverage_tfidf,memory_only,gemini,1,0.9769,0.945,0.0319,0.3889,103,1161,True,True,0.2917,0.1528,0.25,"{""keyword_coverage_tfidf"": 0.031875}"
E6_pronoun_ambiguity,memory_only,gemini,1,0.9769,0.9769,0.0,0.3889,103,1161,True,True,0.2917,0.1528,0.25,"{""pronoun_ambiguity"": 0.0}"
E7_answer_span_coverage,qa_aware,gemini,1,0.9769,0.9415,0.0354,0.3889,103,1161,True,True,0.2917,0.1528,0.25,"{""answer_span_coverage"": 0.035414999999999995}"
E8_retrieval_failure,qa_aware,gemini,1,0.9769,0.9269,0.05,0.3889,103,1161,True,True,0.2917,0.1528,0.25,"{""retrieval_failure"": 0.05}"
C1_memory_coverage_combo,memory_only,gemini,1,0.9769,0.8918,0.0851,0.3889,103,1161,True,True,0.2917,0.1528,0.25,"{""entity_coverage"": 0.03, ""keyword_coverage_tfidf"": 0.031875, ""memory_count_token"": 0.023255010366275055}"
C2_efficiency_structure_combo,memory_only,gemini,1,0.9769,0.9769,0.0,0.3889,103,1161,True,True,0.2917,0.1528,0.25,"{""exact_duplicate"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0}"
C3_memory_only_all,memory_only,gemini,1,0.9769,0.8918,0.0851,0.3889,103,1161,True,True,0.2917,0.1528,0.25,"{""entity_coverage"": 0.03, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.031875, ""memory_count_token"": 0.023255010366275055, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0}"
C4_qa_aware_all,qa_aware,gemini,1,0.9769,0.8915,0.0854,0.3889,103,1161,True,True,0.2917,0.1528,0.25,"{""answer_span_coverage"": 0.035414999999999995, ""retrieval_failure"": 0.05}"
C5_all_features,combined,gemini,1,0.9769,0.8269,0.15,0.3889,103,1161,True,True,0.2917,0.1528,0.25,"{""answer_span_coverage"": 0.035414999999999995, ""entity_coverage"": 0.03, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.031875, ""memory_count_token"": 0.023255010366275055, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0, ""retrieval_failure"": 0.05}"
E0_v9_baseline,baseline,gemini,2,0.8115,0.8115,0.0,0.6471,302,3717,False,False,0.6103,0.0588,0.4853,{}
E1_memory_count_token,memory_only,gemini,2,0.8115,0.8115,0.0,0.6471,302,3717,False,False,0.6103,0.0588,0.4853,"{""memory_count_token"": 0.0}"
E2_exact_duplicate,memory_only,gemini,2,0.8115,0.8115,0.0,0.6471,302,3717,False,False,0.6103,0.0588,0.4853,"{""exact_duplicate"": 0.0}"
E3_near_duplicate_lexical,memory_only,gemini,2,0.8115,0.8102,0.0013,0.6471,302,3717,False,False,0.6103,0.0588,0.4853,"{""near_duplicate_lexical"": 0.00132}"
E4_entity_coverage,memory_only,gemini,2,0.8115,0.7865,0.025,0.6471,302,3717,False,False,0.6103,0.0588,0.4853,"{""entity_coverage"": 0.025}"
E5_keyword_coverage_tfidf,memory_only,gemini,2,0.8115,0.7853,0.0263,0.6471,302,3717,False,False,0.6103,0.0588,0.4853,"{""keyword_coverage_tfidf"": 0.026250000000000002}"
E6_pronoun_ambiguity,memory_only,gemini,2,0.8115,0.8115,0.0,0.6471,302,3717,False,False,0.6103,0.0588,0.4853,"{""pronoun_ambiguity"": 0.0}"
E7_answer_span_coverage,qa_aware,gemini,2,0.8115,0.792,0.0195,0.6471,302,3717,False,False,0.6103,0.0588,0.4853,"{""answer_span_coverage"": 0.019485000000000002}"
E8_retrieval_failure,qa_aware,gemini,2,0.8115,0.7762,0.0353,0.6471,302,3717,False,False,0.6103,0.0588,0.4853,"{""retrieval_failure"": 0.03529}"
C1_memory_coverage_combo,memory_only,gemini,2,0.8115,0.7602,0.0513,0.6471,302,3717,False,False,0.6103,0.0588,0.4853,"{""entity_coverage"": 0.025, ""keyword_coverage_tfidf"": 0.026250000000000002, ""memory_count_token"": 0.0}"
C2_efficiency_structure_combo,memory_only,gemini,2,0.8115,0.8102,0.0013,0.6471,302,3717,False,False,0.6103,0.0588,0.4853,"{""exact_duplicate"": 0.0, ""near_duplicate_lexical"": 0.00132, ""pronoun_ambiguity"": 0.0}"
C3_memory_only_all,memory_only,gemini,2,0.8115,0.7589,0.0526,0.6471,302,3717,False,False,0.6103,0.0588,0.4853,"{""entity_coverage"": 0.025, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.026250000000000002, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.00132, ""pronoun_ambiguity"": 0.0}"
C4_qa_aware_all,qa_aware,gemini,2,0.8115,0.7567,0.0548,0.6471,302,3717,False,False,0.6103,0.0588,0.4853,"{""answer_span_coverage"": 0.019485000000000002, ""retrieval_failure"": 0.03529}"
C5_all_features,combined,gemini,2,0.8115,0.7042,0.1073,0.6471,302,3717,False,False,0.6103,0.0588,0.4853,"{""answer_span_coverage"": 0.019485000000000002, ""entity_coverage"": 0.025, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.026250000000000002, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.00132, ""pronoun_ambiguity"": 0.0, ""retrieval_failure"": 0.03529}"
E0_v9_baseline,baseline,gemini,3,0.8808,0.8808,0.0,0.5531,201,2474,False,False,0.5587,0.0615,0.419,{}
E1_memory_count_token,memory_only,gemini,3,0.8808,0.8808,0.0,0.5531,201,2474,False,False,0.5587,0.0615,0.419,"{""memory_count_token"": 0.0}"
E2_exact_duplicate,memory_only,gemini,3,0.8808,0.8808,0.0,0.5531,201,2474,False,False,0.5587,0.0615,0.419,"{""exact_duplicate"": 0.0}"
E3_near_duplicate_lexical,memory_only,gemini,3,0.8808,0.8808,0.0,0.5531,201,2474,False,False,0.5587,0.0615,0.419,"{""near_duplicate_lexical"": 0.0}"
E4_entity_coverage,memory_only,gemini,3,0.8808,0.852,0.0287,0.5531,201,2474,False,False,0.5587,0.0615,0.419,"{""entity_coverage"": 0.028749999999999998}"
E5_keyword_coverage_tfidf,memory_only,gemini,3,0.8808,0.857,0.0238,0.5531,201,2474,False,False,0.5587,0.0615,0.419,"{""keyword_coverage_tfidf"": 0.02375}"
E6_pronoun_ambiguity,memory_only,gemini,3,0.8808,0.8808,0.0,0.5531,201,2474,False,False,0.5587,0.0615,0.419,"{""pronoun_ambiguity"": 0.0}"
E7_answer_span_coverage,qa_aware,gemini,3,0.8808,0.8587,0.0221,0.5531,201,2474,False,False,0.5587,0.0615,0.419,"{""answer_span_coverage"": 0.022065}"
E8_retrieval_failure,qa_aware,gemini,3,0.8808,0.8417,0.0391,0.5531,201,2474,False,False,0.5587,0.0615,0.419,"{""retrieval_failure"": 0.039115000000000004}"
C1_memory_coverage_combo,memory_only,gemini,3,0.8808,0.8283,0.0525,0.5531,201,2474,False,False,0.5587,0.0615,0.419,"{""entity_coverage"": 0.028749999999999998, ""keyword_coverage_tfidf"": 0.02375, ""memory_count_token"": 0.0}"
C2_efficiency_structure_combo,memory_only,gemini,3,0.8808,0.8808,0.0,0.5531,201,2474,False,False,0.5587,0.0615,0.419,"{""exact_duplicate"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0}"
C3_memory_only_all,memory_only,gemini,3,0.8808,0.8283,0.0525,0.5531,201,2474,False,False,0.5587,0.0615,0.419,"{""entity_coverage"": 0.028749999999999998, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.02375, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0}"
C4_qa_aware_all,qa_aware,gemini,3,0.8808,0.8196,0.0612,0.5531,201,2474,False,False,0.5587,0.0615,0.419,"{""answer_span_coverage"": 0.022065, ""retrieval_failure"": 0.039115000000000004}"
C5_all_features,combined,gemini,3,0.8808,0.7671,0.1137,0.5531,201,2474,False,False,0.5587,0.0615,0.419,"{""answer_span_coverage"": 0.022065, ""entity_coverage"": 0.028749999999999998, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.02375, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0, ""retrieval_failure"": 0.039115000000000004}"
E0_v9_baseline,baseline,gemini,4,0.8962,0.8962,0.0,0.5185,219,2418,False,False,0.5247,0.0617,0.4074,{}
E1_memory_count_token,memory_only,gemini,4,0.8962,0.8962,0.0,0.5185,219,2418,False,False,0.5247,0.0617,0.4074,"{""memory_count_token"": 0.0}"
E2_exact_duplicate,memory_only,gemini,4,0.8962,0.8962,0.0,0.5185,219,2418,False,False,0.5247,0.0617,0.4074,"{""exact_duplicate"": 0.0}"
E3_near_duplicate_lexical,memory_only,gemini,4,0.8962,0.8962,0.0,0.5185,219,2418,False,False,0.5247,0.0617,0.4074,"{""near_duplicate_lexical"": 0.0}"
E4_entity_coverage,memory_only,gemini,4,0.8962,0.8662,0.03,0.5185,219,2418,False,False,0.5247,0.0617,0.4074,"{""entity_coverage"": 0.03}"
E5_keyword_coverage_tfidf,memory_only,gemini,4,0.8962,0.8675,0.0287,0.5185,219,2418,False,False,0.5247,0.0617,0.4074,"{""keyword_coverage_tfidf"": 0.028749999999999998}"
E6_pronoun_ambiguity,memory_only,gemini,4,0.8962,0.8962,0.0,0.5185,219,2418,False,False,0.5247,0.0617,0.4074,"{""pronoun_ambiguity"": 0.0}"
E7_answer_span_coverage,qa_aware,gemini,4,0.8962,0.8724,0.0238,0.5185,219,2418,False,False,0.5247,0.0617,0.4074,"{""answer_span_coverage"": 0.023764999999999998}"
E8_retrieval_failure,qa_aware,gemini,4,0.8962,0.8576,0.0386,0.5185,219,2418,False,False,0.5247,0.0617,0.4074,"{""retrieval_failure"": 0.03857}"
C1_memory_coverage_combo,memory_only,gemini,4,0.8962,0.8375,0.0587,0.5185,219,2418,False,False,0.5247,0.0617,0.4074,"{""entity_coverage"": 0.03, ""keyword_coverage_tfidf"": 0.028749999999999998, ""memory_count_token"": 0.0}"
C2_efficiency_structure_combo,memory_only,gemini,4,0.8962,0.8962,0.0,0.5185,219,2418,False,False,0.5247,0.0617,0.4074,"{""exact_duplicate"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0}"
C3_memory_only_all,memory_only,gemini,4,0.8962,0.8375,0.0587,0.5185,219,2418,False,False,0.5247,0.0617,0.4074,"{""entity_coverage"": 0.03, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.028749999999999998, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0}"
C4_qa_aware_all,qa_aware,gemini,4,0.8962,0.8339,0.0623,0.5185,219,2418,False,False,0.5247,0.0617,0.4074,"{""answer_span_coverage"": 0.023764999999999998, ""retrieval_failure"": 0.03857}"
C5_all_features,combined,gemini,4,0.8962,0.7751,0.1211,0.5185,219,2418,False,False,0.5247,0.0617,0.4074,"{""answer_span_coverage"": 0.023764999999999998, ""entity_coverage"": 0.03, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.028749999999999998, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0, ""retrieval_failure"": 0.03857}"
E0_v9_baseline,baseline,gemini,5,0.8423,0.8423,0.0,0.5702,186,2315,False,True,0.5526,0.114,0.4211,{}
E1_memory_count_token,memory_only,gemini,5,0.8423,0.8423,0.0,0.5702,186,2315,False,True,0.5526,0.114,0.4211,"{""memory_count_token"": 0.0}"
E2_exact_duplicate,memory_only,gemini,5,0.8423,0.8423,0.0,0.5702,186,2315,False,True,0.5526,0.114,0.4211,"{""exact_duplicate"": 0.0}"
E3_near_duplicate_lexical,memory_only,gemini,5,0.8423,0.8423,0.0,0.5702,186,2315,False,True,0.5526,0.114,0.4211,"{""near_duplicate_lexical"": 0.0}"
E4_entity_coverage,memory_only,gemini,5,0.8423,0.8123,0.03,0.5702,186,2315,False,True,0.5526,0.114,0.4211,"{""entity_coverage"": 0.03}"
E5_keyword_coverage_tfidf,memory_only,gemini,5,0.8423,0.8129,0.0294,0.5702,186,2315,False,True,0.5526,0.114,0.4211,"{""keyword_coverage_tfidf"": 0.029375000000000002}"
E6_pronoun_ambiguity,memory_only,gemini,5,0.8423,0.8423,0.0,0.5702,186,2315,False,True,0.5526,0.114,0.4211,"{""pronoun_ambiguity"": 0.0}"
E7_answer_span_coverage,qa_aware,gemini,5,0.8423,0.8199,0.0224,0.5702,186,2315,False,True,0.5526,0.114,0.4211,"{""answer_span_coverage"": 0.02237}"
E8_retrieval_failure,qa_aware,gemini,5,0.8423,0.7923,0.05,0.5702,186,2315,False,True,0.5526,0.114,0.4211,"{""retrieval_failure"": 0.05}"
C1_memory_coverage_combo,memory_only,gemini,5,0.8423,0.7829,0.0594,0.5702,186,2315,False,True,0.5526,0.114,0.4211,"{""entity_coverage"": 0.03, ""keyword_coverage_tfidf"": 0.029375000000000002, ""memory_count_token"": 0.0}"
C2_efficiency_structure_combo,memory_only,gemini,5,0.8423,0.8423,0.0,0.5702,186,2315,False,True,0.5526,0.114,0.4211,"{""exact_duplicate"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0}"
