experiment,family,add_model,conversation_idx,base_score,adjusted_score,penalty,qa_llm_score,memory_count,memory_token_count,coverage_floor_risk,qa_aware_floor_risk,answer_span_coverage,retrieval_empty_rate,selected_answer_coverage,feature_penalties_json
C5_all_features,combined,minimax,2,0.8346,0.7663,0.0683,0.7426,422,4908,False,False,0.7279,0.0221,0.6029,"{""answer_span_coverage"": 0.013605, ""entity_coverage"": 0.017499999999999998, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.015000000000000003, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.00235, ""retrieval_failure"": 0.019865}"
E0_v9_baseline,baseline,minimax,3,0.8385,0.8385,0.0,0.648,395,4891,False,False,0.7039,0.0559,0.5028,{}
E1_memory_count_token,memory_only,minimax,3,0.8385,0.8385,0.0,0.648,395,4891,False,False,0.7039,0.0559,0.5028,"{""memory_count_token"": 0.0}"
E2_exact_duplicate,memory_only,minimax,3,0.8385,0.8385,0.0,0.648,395,4891,False,False,0.7039,0.0559,0.5028,"{""exact_duplicate"": 0.0}"
E3_near_duplicate_lexical,memory_only,minimax,3,0.8385,0.835,0.0035,0.648,395,4891,False,False,0.7039,0.0559,0.5028,"{""near_duplicate_lexical"": 0.00354}"
E4_entity_coverage,memory_only,minimax,3,0.8385,0.8247,0.0138,0.648,395,4891,False,False,0.7039,0.0559,0.5028,"{""entity_coverage"": 0.013750000000000002}"
E5_keyword_coverage_tfidf,memory_only,minimax,3,0.8385,0.826,0.0125,0.648,395,4891,False,False,0.7039,0.0559,0.5028,"{""keyword_coverage_tfidf"": 0.0125}"
E6_pronoun_ambiguity,memory_only,minimax,3,0.8385,0.8373,0.0013,0.648,395,4891,False,False,0.7039,0.0559,0.5028,"{""pronoun_ambiguity"": 0.00125}"
E7_answer_span_coverage,qa_aware,minimax,3,0.8385,0.8237,0.0148,0.648,395,4891,False,False,0.7039,0.0559,0.5028,"{""answer_span_coverage"": 0.014805000000000002}"
E8_retrieval_failure,qa_aware,minimax,3,0.8385,0.805,0.0335,0.648,395,4891,False,False,0.7039,0.0559,0.5028,"{""retrieval_failure"": 0.033530000000000004}"
C1_memory_coverage_combo,memory_only,minimax,3,0.8385,0.8123,0.0263,0.648,395,4891,False,False,0.7039,0.0559,0.5028,"{""entity_coverage"": 0.013750000000000002, ""keyword_coverage_tfidf"": 0.0125, ""memory_count_token"": 0.0}"
C2_efficiency_structure_combo,memory_only,minimax,3,0.8385,0.8337,0.0048,0.648,395,4891,False,False,0.7039,0.0559,0.5028,"{""exact_duplicate"": 0.0, ""near_duplicate_lexical"": 0.00354, ""pronoun_ambiguity"": 0.00125}"
C3_memory_only_all,memory_only,minimax,3,0.8385,0.8075,0.031,0.648,395,4891,False,False,0.7039,0.0559,0.5028,"{""entity_coverage"": 0.013750000000000002, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.0125, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.00354, ""pronoun_ambiguity"": 0.00125}"
C4_qa_aware_all,qa_aware,minimax,3,0.8385,0.7902,0.0483,0.648,395,4891,False,False,0.7039,0.0559,0.5028,"{""answer_span_coverage"": 0.014805000000000002, ""retrieval_failure"": 0.033530000000000004}"
C5_all_features,combined,minimax,3,0.8385,0.7591,0.0794,0.648,395,4891,False,False,0.7039,0.0559,0.5028,"{""answer_span_coverage"": 0.014805000000000002, ""entity_coverage"": 0.013750000000000002, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.0125, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.00354, ""pronoun_ambiguity"": 0.00125, ""retrieval_failure"": 0.033530000000000004}"
E0_v9_baseline,baseline,minimax,4,0.8962,0.8962,0.0,0.6358,405,4756,False,False,0.6728,0.0185,0.4568,{}
E1_memory_count_token,memory_only,minimax,4,0.8962,0.8962,0.0,0.6358,405,4756,False,False,0.6728,0.0185,0.4568,"{""memory_count_token"": 0.0}"
E2_exact_duplicate,memory_only,minimax,4,0.8962,0.8962,0.0,0.6358,405,4756,False,False,0.6728,0.0185,0.4568,"{""exact_duplicate"": 0.0}"
E3_near_duplicate_lexical,memory_only,minimax,4,0.8962,0.8962,0.0,0.6358,405,4756,False,False,0.6728,0.0185,0.4568,"{""near_duplicate_lexical"": 0.0}"
E4_entity_coverage,memory_only,minimax,4,0.8962,0.8812,0.015,0.6358,405,4756,False,False,0.6728,0.0185,0.4568,"{""entity_coverage"": 0.015000000000000003}"
E5_keyword_coverage_tfidf,memory_only,minimax,4,0.8962,0.88,0.0162,0.6358,405,4756,False,False,0.6728,0.0185,0.4568,"{""keyword_coverage_tfidf"": 0.016249999999999997}"
E6_pronoun_ambiguity,memory_only,minimax,4,0.8962,0.8962,0.0,0.6358,405,4756,False,False,0.6728,0.0185,0.4568,"{""pronoun_ambiguity"": 0.0}"
E7_answer_span_coverage,qa_aware,minimax,4,0.8962,0.8798,0.0164,0.6358,405,4756,False,False,0.6728,0.0185,0.4568,"{""answer_span_coverage"": 0.016360000000000003}"
E8_retrieval_failure,qa_aware,minimax,4,0.8962,0.8727,0.0235,0.6358,405,4756,False,False,0.6728,0.0185,0.4568,"{""retrieval_failure"": 0.023455}"
C1_memory_coverage_combo,memory_only,minimax,4,0.8962,0.8649,0.0312,0.6358,405,4756,False,False,0.6728,0.0185,0.4568,"{""entity_coverage"": 0.015000000000000003, ""keyword_coverage_tfidf"": 0.016249999999999997, ""memory_count_token"": 0.0}"
C2_efficiency_structure_combo,memory_only,minimax,4,0.8962,0.8962,0.0,0.6358,405,4756,False,False,0.6728,0.0185,0.4568,"{""exact_duplicate"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0}"
C3_memory_only_all,memory_only,minimax,4,0.8962,0.8649,0.0312,0.6358,405,4756,False,False,0.6728,0.0185,0.4568,"{""entity_coverage"": 0.015000000000000003, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.016249999999999997, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0}"
C4_qa_aware_all,qa_aware,minimax,4,0.8962,0.8564,0.0398,0.6358,405,4756,False,False,0.6728,0.0185,0.4568,"{""answer_span_coverage"": 0.016360000000000003, ""retrieval_failure"": 0.023455}"
C5_all_features,combined,minimax,4,0.8962,0.8251,0.0711,0.6358,405,4756,False,False,0.6728,0.0185,0.4568,"{""answer_span_coverage"": 0.016360000000000003, ""entity_coverage"": 0.015000000000000003, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.016249999999999997, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0, ""retrieval_failure"": 0.023455}"
E0_v9_baseline,baseline,minimax,5,0.8423,0.8423,0.0,0.5965,374,4515,False,False,0.7105,0.0351,0.5351,{}
E1_memory_count_token,memory_only,minimax,5,0.8423,0.8423,0.0,0.5965,374,4515,False,False,0.7105,0.0351,0.5351,"{""memory_count_token"": 0.0}"
E2_exact_duplicate,memory_only,minimax,5,0.8423,0.8423,0.0,0.5965,374,4515,False,False,0.7105,0.0351,0.5351,"{""exact_duplicate"": 0.0}"
E3_near_duplicate_lexical,memory_only,minimax,5,0.8423,0.8423,0.0,0.5965,374,4515,False,False,0.7105,0.0351,0.5351,"{""near_duplicate_lexical"": 0.0}"
E4_entity_coverage,memory_only,minimax,5,0.8423,0.8211,0.0213,0.5965,374,4515,False,False,0.7105,0.0351,0.5351,"{""entity_coverage"": 0.021250000000000005}"
E5_keyword_coverage_tfidf,memory_only,minimax,5,0.8423,0.8254,0.0169,0.5965,374,4515,False,False,0.7105,0.0351,0.5351,"{""keyword_coverage_tfidf"": 0.016875}"
E6_pronoun_ambiguity,memory_only,minimax,5,0.8423,0.8383,0.004,0.5965,374,4515,False,False,0.7105,0.0351,0.5351,"{""pronoun_ambiguity"": 0.004}"
E7_answer_span_coverage,qa_aware,minimax,5,0.8423,0.8278,0.0145,0.5965,374,4515,False,False,0.7105,0.0351,0.5351,"{""answer_span_coverage"": 0.014475}"
E8_retrieval_failure,qa_aware,minimax,5,0.8423,0.8125,0.0298,0.5965,374,4515,False,False,0.7105,0.0351,0.5351,"{""retrieval_failure"": 0.029825}"
C1_memory_coverage_combo,memory_only,minimax,5,0.8423,0.8042,0.0381,0.5965,374,4515,False,False,0.7105,0.0351,0.5351,"{""entity_coverage"": 0.021250000000000005, ""keyword_coverage_tfidf"": 0.016875, ""memory_count_token"": 0.0}"
C2_efficiency_structure_combo,memory_only,minimax,5,0.8423,0.8383,0.004,0.5965,374,4515,False,False,0.7105,0.0351,0.5351,"{""exact_duplicate"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.004}"
C3_memory_only_all,memory_only,minimax,5,0.8423,0.8002,0.0421,0.5965,374,4515,False,False,0.7105,0.0351,0.5351,"{""entity_coverage"": 0.021250000000000005, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.016875, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.004}"
C4_qa_aware_all,qa_aware,minimax,5,0.8423,0.798,0.0443,0.5965,374,4515,False,False,0.7105,0.0351,0.5351,"{""answer_span_coverage"": 0.014475, ""retrieval_failure"": 0.029825}"
C5_all_features,combined,minimax,5,0.8423,0.7559,0.0864,0.5965,374,4515,False,False,0.7105,0.0351,0.5351,"{""answer_span_coverage"": 0.014475, ""entity_coverage"": 0.021250000000000005, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.016875, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.004, ""retrieval_failure"": 0.029825}"
E0_v9_baseline,baseline,minimax,6,0.8423,0.8423,0.0,0.6423,448,5067,False,False,0.6277,0.073,0.5109,{}
E1_memory_count_token,memory_only,minimax,6,0.8423,0.8423,0.0,0.6423,448,5067,False,False,0.6277,0.073,0.5109,"{""memory_count_token"": 0.0}"
E2_exact_duplicate,memory_only,minimax,6,0.8423,0.8423,0.0,0.6423,448,5067,False,False,0.6277,0.073,0.5109,"{""exact_duplicate"": 0.0}"
E3_near_duplicate_lexical,memory_only,minimax,6,0.8423,0.8423,0.0,0.6423,448,5067,False,False,0.6277,0.073,0.5109,"{""near_duplicate_lexical"": 0.0}"
E4_entity_coverage,memory_only,minimax,6,0.8423,0.8248,0.0175,0.6423,448,5067,False,False,0.6277,0.073,0.5109,"{""entity_coverage"": 0.017499999999999998}"
E5_keyword_coverage_tfidf,memory_only,minimax,6,0.8423,0.8279,0.0144,0.6423,448,5067,False,False,0.6277,0.073,0.5109,"{""keyword_coverage_tfidf"": 0.014374999999999999}"
E6_pronoun_ambiguity,memory_only,minimax,6,0.8423,0.8412,0.0011,0.6423,448,5067,False,False,0.6277,0.073,0.5109,"{""pronoun_ambiguity"": 0.0011}"
E7_answer_span_coverage,qa_aware,minimax,6,0.8423,0.8237,0.0186,0.6423,448,5067,False,False,0.6277,0.073,0.5109,"{""answer_span_coverage"": 0.018615}"
E8_retrieval_failure,qa_aware,minimax,6,0.8423,0.8043,0.038,0.6423,448,5067,False,False,0.6277,0.073,0.5109,"{""retrieval_failure"": 0.03796}"
C1_memory_coverage_combo,memory_only,minimax,6,0.8423,0.8104,0.0319,0.6423,448,5067,False,False,0.6277,0.073,0.5109,"{""entity_coverage"": 0.017499999999999998, ""keyword_coverage_tfidf"": 0.014374999999999999, ""memory_count_token"": 0.0}"
C2_efficiency_structure_combo,memory_only,minimax,6,0.8423,0.8412,0.0011,0.6423,448,5067,False,False,0.6277,0.073,0.5109,"{""exact_duplicate"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0011}"
C3_memory_only_all,memory_only,minimax,6,0.8423,0.8093,0.033,0.6423,448,5067,False,False,0.6277,0.073,0.5109,"{""entity_coverage"": 0.017499999999999998, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.014374999999999999, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0011}"
C4_qa_aware_all,qa_aware,minimax,6,0.8423,0.7857,0.0566,0.6423,448,5067,False,False,0.6277,0.073,0.5109,"{""answer_span_coverage"": 0.018615, ""retrieval_failure"": 0.03796}"
C5_all_features,combined,minimax,6,0.8423,0.7528,0.0895,0.6423,448,5067,False,False,0.6277,0.073,0.5109,"{""answer_span_coverage"": 0.018615, ""entity_coverage"": 0.017499999999999998, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.014374999999999999, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0011, ""retrieval_failure"": 0.03796}"
E0_v9_baseline,baseline,minimax,7,0.7577,0.7577,0.0,0.6121,454,6130,False,False,0.6242,0.0545,0.4606,{}
E1_memory_count_token,memory_only,minimax,7,0.7577,0.7577,0.0,0.6121,454,6130,False,False,0.6242,0.0545,0.4606,"{""memory_count_token"": 0.0}"
E2_exact_duplicate,memory_only,minimax,7,0.7577,0.7577,0.0,0.6121,454,6130,False,False,0.6242,0.0545,0.4606,"{""exact_duplicate"": 0.0}"
E3_near_duplicate_lexical,memory_only,minimax,7,0.7577,0.7577,0.0,0.6121,454,6130,False,False,0.6242,0.0545,0.4606,"{""near_duplicate_lexical"": 0.0}"
E4_entity_coverage,memory_only,minimax,7,0.7577,0.7452,0.0125,0.6121,454,6130,False,False,0.6242,0.0545,0.4606,"{""entity_coverage"": 0.0125}"
E5_keyword_coverage_tfidf,memory_only,minimax,7,0.7577,0.744,0.0138,0.6121,454,6130,False,False,0.6242,0.0545,0.4606,"{""keyword_coverage_tfidf"": 0.013750000000000002}"
E6_pronoun_ambiguity,memory_only,minimax,7,0.7577,0.7566,0.0011,0.6121,454,6130,False,False,0.6242,0.0545,0.4606,"{""pronoun_ambiguity"": 0.0011}"
E7_answer_span_coverage,qa_aware,minimax,7,0.7577,0.7389,0.0188,0.6121,454,6130,False,False,0.6242,0.0545,0.4606,"{""answer_span_coverage"": 0.01879}"
E8_retrieval_failure,qa_aware,minimax,7,0.7577,0.721,0.0367,0.6121,454,6130,False,False,0.6242,0.0545,0.4606,"{""retrieval_failure"": 0.03665500000000001}"
C1_memory_coverage_combo,memory_only,minimax,7,0.7577,0.7315,0.0263,0.6121,454,6130,False,False,0.6242,0.0545,0.4606,"{""entity_coverage"": 0.0125, ""keyword_coverage_tfidf"": 0.013750000000000002, ""memory_count_token"": 0.0}"
C2_efficiency_structure_combo,memory_only,minimax,7,0.7577,0.7566,0.0011,0.6121,454,6130,False,False,0.6242,0.0545,0.4606,"{""exact_duplicate"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0011}"
C3_memory_only_all,memory_only,minimax,7,0.7577,0.7304,0.0274,0.6121,454,6130,False,False,0.6242,0.0545,0.4606,"{""entity_coverage"": 0.0125, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.013750000000000002, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0011}"
C4_qa_aware_all,qa_aware,minimax,7,0.7577,0.7023,0.0554,0.6121,454,6130,False,False,0.6242,0.0545,0.4606,"{""answer_span_coverage"": 0.01879, ""retrieval_failure"": 0.03665500000000001}"
C5_all_features,combined,minimax,7,0.7577,0.6749,0.0828,0.6121,454,6130,False,False,0.6242,0.0545,0.4606,"{""answer_span_coverage"": 0.01879, ""entity_coverage"": 0.0125, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.013750000000000002, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0011, ""retrieval_failure"": 0.03665500000000001}"
E0_v9_baseline,baseline,minimax,8,0.8115,0.8115,0.0,0.6593,316,3700,False,False,0.5778,0.0593,0.4148,{}
E1_memory_count_token,memory_only,minimax,8,0.8115,0.8115,0.0,0.6593,316,3700,False,False,0.5778,0.0593,0.4148,"{""memory_count_token"": 0.0}"
E2_exact_duplicate,memory_only,minimax,8,0.8115,0.8115,0.0,0.6593,316,3700,False,False,0.5778,0.0593,0.4148,"{""exact_duplicate"": 0.0}"
E3_near_duplicate_lexical,memory_only,minimax,8,0.8115,0.8102,0.0013,0.6593,316,3700,False,False,0.5778,0.0593,0.4148,"{""near_duplicate_lexical"": 0.00126}"
E4_entity_coverage,memory_only,minimax,8,0.8115,0.7927,0.0188,0.6593,316,3700,False,False,0.5778,0.0593,0.4148,"{""entity_coverage"": 0.018750000000000003}"
E5_keyword_coverage_tfidf,memory_only,minimax,8,0.8115,0.7915,0.02,0.6593,316,3700,False,False,0.5778,0.0593,0.4148,"{""keyword_coverage_tfidf"": 0.020000000000000004}"
E6_pronoun_ambiguity,memory_only,minimax,8,0.8115,0.8115,0.0,0.6593,316,3700,False,False,0.5778,0.0593,0.4148,"{""pronoun_ambiguity"": 0.0}"
E7_answer_span_coverage,qa_aware,minimax,8,0.8115,0.7904,0.0211,0.6593,316,3700,False,False,0.5778,0.0593,0.4148,"{""answer_span_coverage"": 0.021110000000000004}"
E8_retrieval_failure,qa_aware,minimax,8,0.8115,0.7748,0.0367,0.6593,316,3700,False,False,0.5778,0.0593,0.4148,"{""retrieval_failure"": 0.03668}"
C1_memory_coverage_combo,memory_only,minimax,8,0.8115,0.7728,0.0388,0.6593,316,3700,False,False,0.5778,0.0593,0.4148,"{""entity_coverage"": 0.018750000000000003, ""keyword_coverage_tfidf"": 0.020000000000000004, ""memory_count_token"": 0.0}"
C2_efficiency_structure_combo,memory_only,minimax,8,0.8115,0.8102,0.0013,0.6593,316,3700,False,False,0.5778,0.0593,0.4148,"{""exact_duplicate"": 0.0, ""near_duplicate_lexical"": 0.00126, ""pronoun_ambiguity"": 0.0}"
C3_memory_only_all,memory_only,minimax,8,0.8115,0.7715,0.04,0.6593,316,3700,False,False,0.5778,0.0593,0.4148,"{""entity_coverage"": 0.018750000000000003, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.020000000000000004, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.00126, ""pronoun_ambiguity"": 0.0}"
C4_qa_aware_all,qa_aware,minimax,8,0.8115,0.7537,0.0578,0.6593,316,3700,False,False,0.5778,0.0593,0.4148,"{""answer_span_coverage"": 0.021110000000000004, ""retrieval_failure"": 0.03668}"
C5_all_features,combined,minimax,8,0.8115,0.7137,0.0978,0.6593,316,3700,False,False,0.5778,0.0593,0.4148,"{""answer_span_coverage"": 0.021110000000000004, ""entity_coverage"": 0.018750000000000003, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.020000000000000004, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.00126, ""pronoun_ambiguity"": 0.0, ""retrieval_failure"": 0.03668}"
E0_v9_baseline,baseline,minimax,9,0.8115,0.8115,0.0,0.6458,414,4831,False,False,0.7014,0.0417,0.5,{}
E1_memory_count_token,memory_only,minimax,9,0.8115,0.8115,0.0,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""memory_count_token"": 0.0}"
E2_exact_duplicate,memory_only,minimax,9,0.8115,0.8115,0.0,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""exact_duplicate"": 0.0}"
E3_near_duplicate_lexical,memory_only,minimax,9,0.8115,0.8115,0.0,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""near_duplicate_lexical"": 0.0}"
E4_entity_coverage,memory_only,minimax,9,0.8115,0.799,0.0125,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""entity_coverage"": 0.0125}"
E5_keyword_coverage_tfidf,memory_only,minimax,9,0.8115,0.799,0.0125,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""keyword_coverage_tfidf"": 0.0125}"
E6_pronoun_ambiguity,memory_only,minimax,9,0.8115,0.8115,0.0,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""pronoun_ambiguity"": 0.0}"
E7_answer_span_coverage,qa_aware,minimax,9,0.8115,0.7966,0.0149,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""answer_span_coverage"": 0.014929999999999999}"
E8_retrieval_failure,qa_aware,minimax,9,0.8115,0.7806,0.0309,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""retrieval_failure"": 0.03091}"
C1_memory_coverage_combo,memory_only,minimax,9,0.8115,0.7865,0.025,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""entity_coverage"": 0.0125, ""keyword_coverage_tfidf"": 0.0125, ""memory_count_token"": 0.0}"
C2_efficiency_structure_combo,memory_only,minimax,9,0.8115,0.8115,0.0,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""exact_duplicate"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0}"
C3_memory_only_all,memory_only,minimax,9,0.8115,0.7865,0.025,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""entity_coverage"": 0.0125, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.0125, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0}"
C4_qa_aware_all,qa_aware,minimax,9,0.8115,0.7657,0.0458,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""answer_span_coverage"": 0.014929999999999999, ""retrieval_failure"": 0.03091}"
C5_all_features,combined,minimax,9,0.8115,0.7407,0.0708,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""answer_span_coverage"": 0.014929999999999999, ""entity_coverage"": 0.0125, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.0125, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0, ""retrieval_failure"": 0.03091}"
